practice_name,phone,fax,address_line_1,address_line_2,city,state,zip_code,primary_taxonomy,taxonomy_code,estimated_physician_count,physician_names_sample,npi,enumeration_type,enumeration_date,last_updated,authorized_official_name,authorized_official_title,all_taxonomies,country,Called_Status,Date Called,Daytime Call Time,After Hrs Call Time,Category_A_FollowUp_WorkHours,Category_B_NewPatient_WorkHours,Category_C_AfterHours_FollowUp,Category_D_AfterHrs_NewPatient,Overall_System_Type,Unified_Call_Notes
"RX ALLIANCE, LLC",(614) 648-0515,855-853-8870,5 E LONG ST,SUITE 501,COLUMBUS,OH,432152915,"Family Medicine, Sports Medicine",207QS0010X,0,,1598132854,NPI-2,2015-08-21,2015-08-31,JAMES STURMI,Owner,"Social Worker; Counselor, Addiction (Substance Use Disorder); Family Medicine, Addiction Medicine; Physician Assistant, Medical; Family Medicine, Sports Medicine",United States,No,,,,,,,,,
"SOH CARE OF OH II, LLC",(615) 386-0064,,175 S 3RD ST STE 140-302,,COLUMBUS,OH,432155134,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,0,,1093278681,NPI-2,2019-04-10,2022-01-12,JOHN HANNON,"SVP, Marketing and Communications","Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States,No,,,,,,,,,
"SOH CARE OF OH III, LLC",(615) 386-0064,,175 S 3RD ST STE 140-302,,COLUMBUS,OH,432155134,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,0,,1558824151,NPI-2,2019-04-10,2022-01-27,MEGAN ROBSON,Billing Specialist,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States,No,,,,,,,,,
"CRYSTAL CLINIC, INC.",(330) 670-4046,330-670-4047,2383 S MAIN ST STE D106,,COVENTRY TOWNSHIP,OH,443191190,Orthopaedic Surgery,207X00000X,0,,1457966327,NPI-2,2020-09-09,2020-09-09,DIANE COZZONE,Credentialing Coordinator,Orthopaedic Surgery,United States,No,,,,,,,,,
DAYTON ORTHOPAEDIC SURGERY & SPORTS MEDICINE CENTER,(937) 436-5763,937-436-7399,5491 FAR HILLS AVE,,DAYTON,OH,454292325,"Orthopaedic Surgery, Sports Medicine",207XX0005X,0,,1851423545,NPI-2,2007-03-09,2020-08-22,MELISSA HOBBS,Office Manager,"Orthopaedic Surgery, Sports Medicine",United States,No,,,,,,,,,
"DAYTON ORTHOPEDIC CENTER, INC",(937) 836-4042,937-836-2702,9000 N MAIN ST,STE 201,DAYTON,OH,454151180,Orthopaedic Surgery,207X00000X,0,,1972792893,NPI-2,2007-10-16,2007-10-16,ABDOLALI ELMI,OWNER/PRESIDENT,Orthopaedic Surgery,United States,No,,,,,,,,,
FIVE RIVERS HEALTH CENTERS,(937) 208-8585,,721 MIAMI CHAPEL RD,,DAYTON,OH,45417,Family Medicine,207Q00000X,0,,1669143061,NPI-2,2021-09-24,2024-04-12,GINA MCFARLANE-EL,CEO,"Counselor, Professional; Social Worker; Chiropractor; Dentist; Dietitian, Registered; Optometrist; Acupuncturist; Family Medicine; Internal Medicine; Internal Medicine, Gastroenterology; Obstetrics & Gynecology; Orthopaedic Surgery; Pediatrics; Nurse Practitioner",United States,No,,,,,,,,,
HAND SURGERY ASSOCIATES,(937) 439-5503,937-439-5286,5300 FAR HILLS AVE,SUITE 100,DAYTON,OH,454292381,"Orthopaedic Surgery, Hand Surgery",207XS0106X,0,,1982668463,NPI-2,2006-04-13,2020-08-22,MARK KLUG,PRESIDENT,"Orthopaedic Surgery, Hand Surgery",United States,No,,,,,,,,,
"ORTHOPEDIC ASSOCIATES OF DAYTON, INC",(937) 280-4988,937-280-4994,7980 N MAIN ST.,,DAYTON,OH,454152328,Orthopaedic Surgery,207X00000X,0,,1245274463,NPI-2,2006-06-16,2025-11-03,THOMAS COOK,Partner,"Orthopaedic Surgery; Family Medicine, Sports Medicine; Podiatrist, Primary Podiatric Medicine; Orthopaedic Surgery",United States,No,,,,,,,,,
PREMIER HEALTH SPECIALISTS INC,(937) 832-4773,937-832-2986,9000 N MAIN ST,STE 227,DAYTON,OH,454151180,Orthopaedic Surgery,207X00000X,0,,1538398078,NPI-2,2009-07-06,2011-09-15,CHRISTOPHER DANIS,President/CEO,"Family Medicine, Sports Medicine; Orthopaedic Surgery",United States,No,,,,,,,,,
SAMARITAN FAMILY CARE INC,(937) 836-5170,937-836-1140,9000 N MAIN ST,SUITE G-35,DAYTON,OH,454151180,Family Medicine,207Q00000X,0,,1265487342,NPI-2,2006-05-24,2013-11-08,KENNETH PRUNIER,CEO/PRESIDENT,"Family Medicine, Sports Medicine; Family Medicine",United States,No,,,,,,,,,
WRIGHT STATE UNIVERSITY,(937) 245-7551,,3640 COLONEL GLENN HWY,,DAYTON,OH,454350001,"Orthopaedic Surgery, Sports Medicine",207XX0005X,0,,1063815751,NPI-2,2014-10-08,2014-10-08,JASON FRANKLIN,Assistant AD,"Orthopaedic Surgery, Sports Medicine",United States,No,,,,,,,,,
MERCY MEDICAL PARTNERS NORTHERN REGION SPECIALTY CARE LLC,(888) 696-3541,,1400 E 2ND ST,,DEFIANCE,OH,435122440,Surgery,208600000X,0,,1730701749,NPI-2,2020-05-13,2026-03-10,CASSIE LOWE,"System Director, Payer Delegation &","Urology; Nurse Practitioner; Allergy & Immunology; Physician Assistant; Psychiatry & Neurology, Psychiatry; Internal Medicine, Cardiovascular Disease; Orthopaedic Surgery; Internal Medicine, Critical Care Medicine; Obstetrics & Gynecology, Gynecology; Hospitalist; Dermatology; Orthopaedic Surgery, Sports Medicine; Internal Medicine, Pulmonary Disease; Surgery",United States,No,,,,,,,,,
DELAWARE ORTHOPEDICS & SPORTS MEDICINE INC,(740) 369-8751,740-363-7265,460 W. CENTRAL AVE,,DELAWARE,OH,43015,Orthopaedic Surgery,207X00000X,0,,1316973886,NPI-2,2006-06-24,2012-02-02,JOHN MCGRAIL,Physician,Orthopaedic Surgery,United States,No,,,,,,,,,
"DOVER ORTHOPAEDIC CENTER, INC",(330) 343-3335,330-364-5720,205 HOSPITAL DR,,DOVER,OH,446222058,Orthopaedic Surgery,207X00000X,0,,1861502130,NPI-2,2006-08-30,2020-08-22,SCOTT HOLDER,President,Orthopaedic Surgery,United States,No,,,,,,,,,
ADVANTAGE ORTHOPEDICS INC,(614) 526-2153,614-526-2151,6670 PERIMETER DR STE 140,,DUBLIN,OH,430168057,Orthopaedic Surgery,207X00000X,0,,1538879069,NPI-2,2022-11-23,2025-06-13,THOMAS KOVACK,President/CEO/ Physician,"Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Clinic/Center, Magnetic Resonance Imaging (MRI); Durable Medical Equipment & Medical Supplies; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery, Orthopaedic Trauma; Orthopaedic Surgery",United States,No,,,,,,,,,
BEACON ORTHOPAEDICS & SPORTS MEDICINE LTD,(614) 895-8747,,5060 BRADENTON AVE STE B,,DUBLIN,OH,430173511,"Orthopaedic Surgery, Foot and Ankle Surgery",207XX0004X,0,,1770280950,NPI-2,2023-02-08,2025-07-24,TIMOTHY YUCKMAN,CEO,"Orthopaedic Surgery, Foot and Ankle Surgery",United States,No,,,,,,,,,
"OHIO FOOT & ANKLE, INC",(614) 505-8990,614-895-8810,5060 BRADENTON AVE STE B,,DUBLIN,OH,430173511,"Orthopaedic Surgery, Foot and Ankle Surgery",207XX0004X,0,,1619601283,NPI-2,2022-07-11,2022-07-11,CHRIS MASCIOLA,Executive Director,"Orthopaedic Surgery, Foot and Ankle Surgery",United States,No,,,,,,,,,
"OHIO FOOT & ANKLE, INC",(614) 761-1466,614-761-1809,6850 PERIMETER DR STE 200,,DUBLIN,OH,430168051,"Orthopaedic Surgery, Foot and Ankle Surgery",207XX0004X,0,,1912631599,NPI-2,2022-07-11,2022-07-11,CHRIS MASCIOLA,Executive Director,"Orthopaedic Surgery, Foot and Ankle Surgery",United States,No,,,,,,,,,
OHIOHEALTH CORPORATION,(614) 764-0057,614-761-9496,94 N HIGH ST STE 200,,DUBLIN,OH,430171194,Family Medicine,207Q00000X,0,,1811295900,NPI-2,2011-03-14,2011-03-14,MARK WUESTEWALD,Director of Revenue Cycle,"Family Medicine, Sports Medicine; Internal Medicine; Internal Medicine, Sports Medicine; Family Medicine",United States,No,,,,,,,,,
"ORTHOPEDIC & NEUROLOGICAL CONSULTANTS, INC",(614) 890-6555,614-823-8881,94 N HIGH ST,SUITE 200,DUBLIN,OH,430171169,Orthopaedic Surgery,207X00000X,0,,1043597909,NPI-2,2011-11-07,2012-08-02,FRANK O'DONNELL,President,"Emergency Medicine, Sports Medicine; Orthopaedic Surgery",United States,No,,,,,,,,,
"ORTHOPEDIC & NEUROLOGICAL CONSULTANTS, INC.",(614) 890-6555,614-823-7075,7450 HOSPITAL DR,SUITE 350,DUBLIN,OH,43016,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,0,,1174780977,NPI-2,2008-05-20,2018-11-15,JAMES HAMMONDS,CAO,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States,No,,,,,,,,,
"ASSOCIATION OF SPECIALTY PHYSICIANS, INC.",(724) 775-4242,724-775-4960,48462 BELL SCHOOL RD,,EAST LIVERPOOL,OH,439209625,Urology,208800000X,0,,1265727655,NPI-2,2011-06-14,2012-03-06,SAMUEL YAKISH,President,Orthopaedic Surgery; Surgery; Urology,United States,No,,,,,,,,,
"HENRY J. PARCINSKI DO,FACOS,LLC",(330) 270-8494,330-270-0567,425 W 5TH ST,,EAST LIVERPOOL,OH,439202405,Orthopaedic Surgery,207X00000X,0,,1104025451,NPI-2,2007-07-17,2007-07-17,CYNDEE FISHER,Accounts Manager,Orthopaedic Surgery,United States,No,,,,,,,,,
ORTHOCINCY,(513) 793-3933,513-793-8299,2960 MACK RD,SUITE 101,FAIRFIELD,OH,45014,"Orthopaedic Surgery, Sports Medicine",207XX0005X,0,,1679773022,NPI-2,2007-07-24,2017-10-11,JOANN REIS,Manager/CEO,"Orthopaedic Surgery, Sports Medicine",United States,No,,,,,,,,,
"PEAK PERFORMANCE ORTHOPAEDICS AND SPORTS MEDICINE, INC",(513) 860-4722,,3050 MACK RD,STE 200,FAIRFIELD,OH,450145379,"Orthopaedic Surgery, Sports Medicine",207XX0005X,0,,1346365285,NPI-2,2007-03-20,2008-04-14,SCOTT SLIVKA,owner,"Orthopaedic Surgery; Orthopaedic Surgery, Sports Medicine",United States,No,,,,,,,,,
JANE HOASHI MD LLC,(216) 929-7788,216-929-7799,20455 LORAIN RD STE T2,,FAIRVIEW PARK,OH,441263495,"Orthopaedic Surgery, Pediatric Orthopaedic Surgery",207XP3100X,0,,1740097948,NPI-2,2024-12-12,2024-12-19,JANE HOASHI,OWNER/PRESIDENT,"Orthopaedic Surgery, Pediatric Orthopaedic Surgery",United States,No,,,,,,,,,
"ORTHOPAEDIC INSTITUTE OF OHIO, INC.",(419) 423-4500,,1900 S MAIN ST,,FINDLAY,OH,458401214,"Orthopaedic Surgery, Orthopaedic Trauma",207XX0801X,0,,1225355415,NPI-2,2010-04-27,2010-05-18,KATHY ACKERMAN,Administrator,"Orthopaedic Surgery, Orthopaedic Trauma",United States,No,,,,,,,,,
SPECIALTY PHYSICIANS OF BLANCHARD VALLEY LLC,(419) 423-4500,419-423-5358,1900 S MAIN ST,,FINDLAY,OH,458401214,"Internal Medicine, Cardiovascular Disease",207RC0000X,0,,1689835415,NPI-2,2008-06-24,2023-01-25,DAVID CYTLAK,VP of Finance,"Psychiatry & Neurology, Psychiatry; Thoracic Surgery (Cardiothoracic Vascular Surgery); Pain Medicine, Interventional Pain Medicine; Family Medicine, Sports Medicine; Internal Medicine, Critical Care Medicine; Internal Medicine, Gastroenterology; Internal Medicine, Hospice and Palliative Medicine; Internal Medicine, Hematology & Oncology; Internal Medicine, Interventional Cardiology; Internal Medicine, Pulmonary Disease; Orthopaedic Surgery; Otolaryngology; Physical Medicine & Rehabilitation; Psychologist, Clinical; Internal Medicine, Cardiovascular Disease",United States,No,,,,,,,,,
TC REED DPM,(419) 425-3338,419-425-1536,714 BEECH AVE,,FINDLAY,OH,458404909,Podiatrist,213E00000X,0,,1851593347,NPI-2,2007-06-05,2012-06-27,TRENA REED,Physician,"Podiatrist, Primary Podiatric Medicine; Podiatrist, Sports Medicine; Podiatrist, Foot & Ankle Surgery; Podiatrist",United States,No,,,,,,,,,
PLEDGER ORTHOPEDIC & SPINE CENTER INC,(513) 420-3773,513-727-2539,5900 LONG MEADOW DR,,FRANKLIN,OH,450059687,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,0,,1992986376,NPI-2,2007-11-14,2011-04-28,STEPHEN PLEDGER,President,"Orthopaedic Surgery; Pain Medicine, Interventional Pain Medicine; Chiropractor; Physician Assistant, Surgical; Psychologist, Clinical; Durable Medical Equipment & Medical Supplies; Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States,No,,,,,,,,,
PLEDGER SPINE CENTER,(855) 647-7463,,5900 LONG MEADOW DR,,FRANKLIN,OH,450059687,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,0,,1770087298,NPI-2,2018-03-20,2022-07-21,STEPHEN PLEDGER,Owner/Physician,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States,No,,,,,,,,,
"BEACON ORTHOPAEDICS & SPORTS MEDICINE, LTD",(614) 894-8747,,725 BUCKLES CT N STE 120,,GAHANNA,OH,432306884,"Orthopaedic Surgery, Foot and Ankle Surgery",207XX0004X,0,,1720860364,NPI-2,2023-10-18,2025-07-24,TIMOTHY YUCKMAN,CEO,"Orthopaedic Surgery, Foot and Ankle Surgery",United States,No,,,,,,,,,
GALION COMMUNITY HOSPITAL,(419) 468-4841,419-468-2381,955 HOSFORD ROAD,,GALION,OH,44833,Orthopaedic Surgery,207X00000X,0,,1821250101,NPI-2,2008-06-27,2014-04-07,DONALD DRAIME,CFO,Orthopaedic Surgery,United States,No,,,,,,,,,
PERFORMANCE ORTHOPEDIC CENTER,(419) 468-7059,,955 HOSFORD RD,,GALION,OH,448339325,Physical Therapist,225100000X,0,,1447389259,NPI-2,2007-03-05,2025-09-11,JAMES KERBS,Physician,"Orthopaedic Surgery; Family Medicine, Sports Medicine; Orthopaedic Surgery; Physical Therapist",United States,No,,,,,,,,,
UNIVERSITY PRIMARY CARE PRACTICES INC.,(216) 581-5555,,1 INFINITY CORPORATE CENTRE DR STE 160,,GARFIELD HEIGHTS,OH,44125,Orthopaedic Surgery,207X00000X,0,,1922136506,NPI-2,2007-03-02,2018-06-04,CLIFF MEGERIAN,President of UH Physician Services,Orthopaedic Surgery,United States,No,,,,,,,,,
CENTER OF ORTHOPEDIC SURGERY INC,(216) 581-5555,216-518-2968,1 INFINITY CORPORATE CENTRE DR,STE 160,GARFIELD HTS,OH,441252933,Orthopaedic Surgery,207X00000X,0,,1558323345,NPI-2,2006-04-05,2007-10-22,CHARLES LOPRESTI,President,Orthopaedic Surgery,United States,No,,,,,,,,,
CLEVELAND ORTHOPAEDIC ASSOCIATES INC,(216) 332-0887,216-332-0875,5706 TURNEY RD,SUITE 107,GARFIELD HTS,OH,441253971,Orthopaedic Surgery,207X00000X,0,,1245221415,NPI-2,2005-11-04,2011-10-10,CYRIL MARSHALL,PRESIDENT,Durable Medical Equipment & Medical Supplies; Orthopaedic Surgery,United States,No,,,,,,,,,
UNIVERSITY PRIMARY CARE PRACTICES INC,(440) 415-0295,440-415-0252,890 W MAIN ST # 202,,GENEVA,OH,44041,Orthopaedic Surgery,207X00000X,0,,1801073523,NPI-2,2008-01-24,2018-06-26,CLIFF MEGERIAN,President of UH Physician Services,Orthopaedic Surgery,United States,No,,,,,,,,,
"OHIO FOOT & ANKLE, INC",(614) 895-8747,614-895-8810,2030 STRINGTOWN RD STE 210,,GROVE CITY,OH,431233993,"Orthopaedic Surgery, Foot and Ankle Surgery",207XX0004X,0,,1376277947,NPI-2,2022-07-11,2022-07-11,CHRIS MASCIOLA,Executive Director,"Orthopaedic Surgery, Foot and Ankle Surgery",United States,No,,,,,,,,,
"ALLIANCE PHYSICIANS, INC.",(513) 261-6540,513-261-6549,6645 MORRIS RD,,HAMILTON,OH,450115417,Orthopaedic Surgery,207X00000X,0,,1548621311,NPI-2,2016-03-08,2016-03-08,TIMOTHY KO,CFO,"Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery",United States,No,,,,,,,,,
"ALLIANCE PHYSICIANS, INC.",(513) 867-4165,513-867-4168,840 NW WASHINGTON BLVD,SUITE A,HAMILTON,OH,450136384,Orthopaedic Surgery,207X00000X,0,,1972963932,NPI-2,2016-03-03,2016-03-03,TIMOTHY KO,CFO,"Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery",United States,No,,,,,,,,,
"GREENE MEMORIAL HOSPITAL SERVICES, INC.",(513) 261-6540,513-261-6549,6645 MORRIS RD,,HAMILTON,OH,450115417,"Orthopaedic Surgery, Sports Medicine",207XX0005X,0,,1053661322,NPI-2,2012-09-14,2016-09-12,TIMOTHY KO,CFO,"Family Medicine, Sports Medicine; Orthopaedic Surgery; Podiatrist; Durable Medical Equipment & Medical Supplies; Orthopaedic Surgery, Sports Medicine",United States,No,,,,,,,,,
"GREENE MEMORIAL HOSPITAL SERVICES, INC.",(513) 867-4165,513-867-4168,840 NW WASHINGTON BLVD,SUITE A,HAMILTON,OH,450136384,Orthopaedic Surgery,207X00000X,0,,1104193937,NPI-2,2011-11-22,2016-09-12,TIMOTHY KO,CFO,"Orthopaedic Surgery, Sports Medicine; Podiatrist; Podiatrist, Sports Medicine; Durable Medical Equipment & Medical Supplies; Orthopaedic Surgery",United States,No,,,,,,,,,
HAMILTON ORTHOPAEDIC ASSOCIATES INC,(513) 856-9888,513-856-9890,50 RIVERFRONT PLZ,,HAMILTON,OH,450112718,Orthopaedic Surgery,207X00000X,0,,1366437378,NPI-2,2005-09-15,2020-08-22,WALTER ZANCAN,Owner President,Orthopaedic Surgery,United States,No,,,,,,,,,
HIGHLAND DISTRICT HOSPITAL PROFESSIONAL SERVICES CORPORATION,(937) 393-6101,937-393-6278,1275 N HIGH ST,,HILLSBORO,OH,451338273,Family Medicine,207Q00000X,0,,1205893351,NPI-2,2006-05-01,2014-05-05,TRACY COOMER,"VP, Professional Services","Internal Medicine; Orthopaedic Surgery; Family Medicine, Sports Medicine; Psychiatry & Neurology, Psychiatry; Psychiatry & Neurology, Neurology; Nurse Practitioner, Family; Nurse Practitioner, Adult Health; Family Medicine",United States,No,,,,,,,,,
ALLIANCE PHYSICIAN INC,(937) 433-2054,937-433-1069,5692 FAR HILLS AVE,SUITE 4,KETTERING,OH,454292202,Orthopaedic Surgery,207X00000X,0,,1295017507,NPI-2,2011-09-13,2011-09-13,DANIEL HAIBACH,Director Business Development,Orthopaedic Surgery,United States,No,,,,,,,,,
ALLIANCE PHYSICIAN INC,(937) 395-3920,937-395-3940,4403 FAR HILLS AVE,,KETTERING,OH,454292405,"Family Medicine, Sports Medicine",207QS0010X,0,,1821160243,NPI-2,2006-11-14,2019-10-04,TIMOTHY KO,CFO,"Family Medicine, Sports Medicine",United States,No,,,,,,,,,
ALLIANCE PHYSICIANS INC,(937) 558-3223,937-558-3247,1827 WOODMAN CENTER DR,,KETTERING,OH,454201157,Family Medicine,207Q00000X,0,,1437125572,NPI-2,2006-02-28,2023-01-10,TIMOTHY KO,CFO,"Family Medicine, Sports Medicine; Internal Medicine; Clinic/Center, Urgent Care; Nurse Practitioner, Adult Health; Family Medicine",United States,No,,,,,,,,,
FAR OAKS ORTHOPEDISTS,(937) 433-1336,937-433-1340,3533 SOUTHERN BLVD,SUITE 4300,KETTERING,OH,45429,Orthopaedic Surgery,207X00000X,0,,1700993300,NPI-2,2006-08-23,2008-10-02,STEVEN KLEINHENZ,PHYSICIAN,Orthopaedic Surgery,United States,No,,,,,,,,,
"CHARLES E LOWREY MD, INC",(740) 687-0091,740-687-1603,2405 N COLUMBUS ST,SUITE 220,LANCASTER,OH,431308185,Orthopaedic Surgery,207X00000X,0,,1639352412,NPI-2,2007-12-14,2007-12-14,CHARLES LOWREY,Owner,Orthopaedic Surgery,United States,No,,,,,,,,,
MERCY HEALTH PHYSICIANS CINCINNATI LLC,(513) 981-6784,513-981-8929,6770 CINCINNATI DAYTON RD STE 110,,LIBERTY TOWNSHIP,OH,450449319,Durable Medical Equipment & Medical Supplies,332B00000X,0,,1790281517,NPI-2,2018-04-02,2020-06-03,ERIN FRIES,"CMO, Medical Group","Orthopaedic Surgery, Sports Medicine; Durable Medical Equipment & Medical Supplies",United States,No,,,,,,,,,
MERCY HEALTH PHYSICIANS LIMA SPECIALTY CARE LLC,(888) 696-3541,,830 W HIGH ST STE 206,,LIMA,OH,458013996,Surgery,208600000X,0,,1518589803,NPI-2,2020-05-11,2026-03-10,CASSIE LOWE,"System Director, Payer Delegation &","Urology; Nurse Practitioner; Allergy & Immunology; Physician Assistant; Psychiatry & Neurology, Psychiatry; Internal Medicine, Cardiovascular Disease; Orthopaedic Surgery; Internal Medicine, Critical Care Medicine; Obstetrics & Gynecology, Gynecology; Hospitalist; Dermatology; Orthopaedic Surgery, Sports Medicine; Internal Medicine, Pulmonary Disease; Surgery",United States,No,,,,,,,,,
"HOCKING VALLEY MEDICAL GROUP, INC.",(740) 380-8140,740-380-8150,601 STATE ROUTE 664 N,,LOGAN,OH,431388541,Family Medicine,207Q00000X,0,,1801994827,NPI-2,2006-09-21,2025-08-20,KIMBERLY BROWN,Credentialing specialist,"Orthopaedic Surgery; Orthopaedic Surgery, Sports Medicine; Pediatrics; Psychiatry & Neurology, Psychiatry; Surgery; General Practice; Physician Assistant; Physician Assistant, Surgical; Nurse Practitioner; Family Medicine",United States,No,,,,,,,,,
"UNIVERSITY PRIMARY CARE PRACTICES, INC.",(440) 329-2800,440-329-2810,3600 KOLBE RD,STE 100,LORAIN,OH,440531654,Orthopaedic Surgery,207X00000X,0,,1225579113,NPI-2,2017-03-13,2017-03-13,CLIFF MEGARIAN,UHPS President,Orthopaedic Surgery,United States,No,,,,,,,,,
CLEVELAND SHOULDER INSTITUTE LLC,(440) 995-2767,216-201-6364,29001 CEDAR RD STE 300,,LYNDHURST,OH,441244041,Durable Medical Equipment & Medical Supplies,332B00000X,0,,1689032047,NPI-2,2016-02-01,2016-02-01,REUBEN GOBEZIE,President,Orthopaedic Surgery; Prosthetic/Orthotic Supplier; Durable Medical Equipment & Medical Supplies,United States,No,,,,,,,,,
MICHAEL D EPPIG MD,(440) 428-1944,440-428-5847,6550 N RIDGE RD STE 201,,MADISON,OH,440573458,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,0,,1952750226,NPI-2,2016-06-08,2016-06-08,MICHAEL EPPIG,Physician,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States,No,,,,,,,,,
"DEVOLA ORTHOPEDIC CENTER OF SPORTS MEDICINE, INC.",(740) 374-2597,740-374-5835,4800 STATE ROUTE 60,,MARIETTA,OH,457505432,"Orthopaedic Surgery, Sports Medicine",207XX0005X,0,,1497791388,NPI-2,2006-06-21,2008-04-15,TROY SKIDMORE,President,"Orthopaedic Surgery, Sports Medicine",United States,No,,,,,,,,,
MID-OHIO VALLEY PHYSICAL MEDICINE,(740) 376-5044,740-374-1792,400 MATTHEW STREET,SUITE 306,MARIETTA,OH,45750,Physical Medicine & Rehabilitation,208100000X,0,,1700098811,NPI-2,2007-05-03,2007-07-17,DAVID LACEY,President,"Physical Medicine & Rehabilitation, Spinal Cord Injury Medicine; Physical Medicine & Rehabilitation, Sports Medicine; Physical Medicine & Rehabilitation",United States,No,,,,,,,,,
ALECTO HEALTHCARE SERVICES MARTINS FERRY LLC,(740) 633-1100,,90 N 4TH ST,,MARTINS FERRY,OH,439351648,Family Medicine,207Q00000X,0,,1487189114,NPI-2,2017-05-01,2022-07-21,MICHAEL SARRAO,CEO,"Anesthesiology; Internal Medicine; Internal Medicine, Endocrinology, Diabetes & Metabolism; Obstetrics & Gynecology; Orthopaedic Surgery; Plastic Surgery; Preventive Medicine, Occupational Medicine; General Practice; Family Medicine",United States,No,,,,,,,,,
ALECTO HEALTHCARE SERVICES WHEELING LLC,(740) 633-1100,,90 N 4TH ST,,MARTINS FERRY,OH,439351648,Internal Medicine,207R00000X,0,,1083149405,NPI-2,2017-04-23,2017-11-29,KIMBERLY WARD,Credentialing Coordinator,"Obstetrics & Gynecology; Orthopaedic Surgery; Psychiatry & Neurology, Psychiatry; Family Medicine; Internal Medicine, Endocrinology, Diabetes & Metabolism; Internal Medicine, Gastroenterology; Internal Medicine, Hematology & Oncology; Internal Medicine, Infectious Disease; Internal Medicine",United States,No,,,,,,,,,
EAST OHIO REGIONAL HOSPITAL,(740) 633-1100,,90 N 4TH ST,,MARTINS FERRY,OH,439351648,Family Medicine,207Q00000X,0,,1639376650,NPI-2,2007-07-02,2016-01-11,KIMBERLY WARD,Credentialing Coordinator,"Internal Medicine; Internal Medicine, Endocrinology, Diabetes & Metabolism; Internal Medicine, Gastroenterology; Internal Medicine, Hematology & Oncology; Internal Medicine, Infectious Disease; Obstetrics & Gynecology; Orthopaedic Surgery; Pathology, Hematology; Preventive Medicine, Occupational Medicine; Psychiatry & Neurology, Psychiatry; Surgery; General Practice; Anesthesiology; Family Medicine",United States,No,,,,,,,,,
"HEALTHLINK FAMILY PRACTICE & SPORTS MEDICINE, INC.",(513) 701-5510,513-701-5511,6860 TYLERSVILLE RD,SUITE 12,MASON,OH,450401236,Family Medicine,207Q00000X,0,,1750363164,NPI-2,2005-11-20,2017-03-06,TIMOTHY LINKER,President,"Family Medicine, Sports Medicine; Family Medicine",United States,No,,,,,,,,,
TRI COUNTY ORTHOPEDIC SURGEONS INCORPORATED,(330) 837-8391,330-837-2221,3244 BAILEY ST NW,,MASSILLON,OH,446463616,Orthopaedic Surgery,207X00000X,0,,1639172745,NPI-2,2005-05-23,2010-06-16,DANIEL MORETTA,President,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Podiatrist, Foot & Ankle Surgery; Orthopaedic Surgery",United States,No,,,,,,,,,
"ROBERT MARK FUMICH, M.D., INC.",(440) 460-0454,440-460-0492,6803 MAYFIELD RD,SUITE 314,MAYFIELD HTS,OH,441242271,Orthopaedic Surgery,207X00000X,0,,1982656633,NPI-2,2006-05-17,2008-05-27,ROBERT FUMICH,PRESIDENT,"Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery",United States,No,,,,,,,,,
UNIVERSITY PRIMARY CARE PRACTICES,(440) 646-9636,440-646-3816,5885 LANDERBROOK DR STE 150,,MAYFIELD HTS,OH,441244031,Orthopaedic Surgery,207X00000X,0,,1912127150,NPI-2,2007-04-30,2011-03-17,STEVE RIDDLE,Director of Billing Services,Orthopaedic Surgery,United States,No,,,,,,,,,
"YOEL S. ANOUCHI, M.D., INC.",(440) 460-0454,440-460-0492,6803 MAYFIELD RD,SUITE 314,MAYFIELD HTS,OH,441242271,"Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery",207XS0114X,0,,1679526966,NPI-2,2006-05-18,2025-09-11,YOEL ANOUCHI,PRESIDENT,"Orthopaedic Surgery; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery",United States,No,,,,,,,,,
