practice_name,phone,fax,address_line_1,address_line_2,city,state,zip_code,primary_taxonomy,taxonomy_code,estimated_physician_count,physician_names_sample,npi,enumeration_type,enumeration_date,last_updated,authorized_official_name,authorized_official_title,all_taxonomies,country
ROPER SAINT FRANCIS PHYSICIANS NETWORK,(843) 958-2500,843-958-2680,615 WESLEY DR,SUITE 100,CHARLESTON,SC,294077204,Orthopaedic Surgery,207X00000X,0,,1164887709,NPI-2,2015-12-28,2015-12-28,DOUGLAS BOWLING,CEO RSFPP,"Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery",United States
ROPER SAINT FRANCIS PHYSICIANS NETWORK,(843) 769-9450,843-769-9451,2097 HENRY TECKLENBURG DR,SUITE 218 WEST,CHARLESTON,SC,294145740,"Orthopaedic Surgery, Hand Surgery",207XS0106X,0,,1841515152,NPI-2,2010-03-30,2010-09-17,DOUGLAS BOWLING,VP RSFPN,"Orthopaedic Surgery; Orthopaedic Surgery, Hand Surgery",United States
ROPER SAINT FRANCIS PHYSICIANS NETWORK,(843) 763-2320,843-763-4198,1483 TOBIAS GADSON BLVD,STE 202,CHARLESTON,SC,29407,"Orthopaedic Surgery, Hand Surgery",207XS0106X,0,,1568740215,NPI-2,2011-07-29,2024-03-17,ROBERT OLIVERIO,VP/CEO RSFPP,"Orthopaedic Surgery; Orthopaedic Surgery, Hand Surgery; Durable Medical Equipment & Medical Supplies",United States
ROPER SAINT FRANCIS PHYSICIANS NETWORK,(843) 958-2500,843-958-2635,2093 HENRY TECKLENBURG DR,SUITE 200,CHARLESTON,SC,294145741,"Orthopaedic Surgery, Sports Medicine",207XX0005X,3,"JAMES AYMOND, MD; JAMES AYMOND, MD; KENNETH CALDWELL, MD",1891047205,NPI-2,2012-10-09,2024-03-17,ROBERT OLIVERIO,VP/CEO RSFPP,"Orthopaedic Surgery, Sports Medicine",United States
"WILDSTEIN SPINE CENTER, PA",(843) 406-2771,843-406-2789,418 FOLLY RD,SUITE C,CHARLESTON,SC,294122625,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,0,,1609050236,NPI-2,2007-12-18,2015-01-13,MICHAEL WILDSTEIN,President,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States
CHERAW GENERAL PRACTICE & ORTHOPEDICS LLC,(843) 537-1111,843-537-9393,715 S DOCTORS DR,STE F,CHERAW,SC,295207113,Orthopaedic Surgery,207X00000X,0,,1083058564,NPI-2,2013-04-26,2013-04-26,FAROOQ QURESHI,PRESIDENT,Orthopaedic Surgery,United States
CHESTERFIELD CLINIC CORP,(843) 537-3622,,715 S DOCTORS DR,SUITE B,CHERAW,SC,295207113,Internal Medicine,207R00000X,0,,1164454435,NPI-2,2006-07-07,2011-07-20,DEBBIE BREWER,Director Provider Enrollment,"Durable Medical Equipment & Medical Supplies; Family Medicine; Internal Medicine, Critical Care Medicine; Internal Medicine, Pulmonary Disease; Obstetrics & Gynecology; Orthopaedic Surgery; Pediatrics; Surgery; Internal Medicine, Endocrinology, Diabetes & Metabolism; Internal Medicine, Nephrology; Internal Medicine, Cardiovascular Disease; Internal Medicine",United States
CHESTERFIELD CLINIC CORP,(843) 537-1111,843-537-9393,715 S DOCTORS DR,SUITE F,CHERAW,SC,295207113,Orthopaedic Surgery,207X00000X,0,,1093883001,NPI-2,2006-11-30,2008-02-28,DEBBIE BREWER,Director of Provider Enrollment,Orthopaedic Surgery,United States
CHESTERFIELD CLINIC CORP,(843) 537-1111,843-537-9393,715 S DOCTORS DR,STE F,CHERAW,SC,295207113,Durable Medical Equipment & Medical Supplies,332B00000X,0,,1326232919,NPI-2,2007-08-28,2008-02-08,DEBBIE BREWER,Director,Orthopaedic Surgery; Durable Medical Equipment & Medical Supplies,United States
MCLEOD PHYSICIAN ASSOCIATES II,(843) 537-0010,843-537-0009,710 CHESTERFIELD HWY,,CHERAW,SC,295207001,Orthopaedic Surgery,207X00000X,0,,1073960654,NPI-2,2016-05-24,2022-06-07,KENNETH BEASLEY,Senior Vice President,Orthopaedic Surgery,United States
CHESTER HMA PHYSICIAN MANAGEMENT,(803) 581-2800,803-581-4396,517 DOCTORS COURT,,CHESTER,SC,29706,Orthopaedic Surgery,207X00000X,0,,1194838987,NPI-2,2006-08-16,2020-08-22,STEVE GOINGS,Practice Administrator,Orthopaedic Surgery,United States
CHESTER HMA PHYSICIAN MANAGEMENT INC,(803) 581-2800,803-581-4396,517 DOCTORS COURT,,CHESTER,SC,29706,Family Medicine,207Q00000X,0,,1386757177,NPI-2,2006-08-16,2009-06-25,STANLEY MCLEMORE,Sr Vice President,"Internal Medicine; Pediatrics; Orthopaedic Surgery; Internal Medicine, Cardiovascular Disease; Family Medicine",United States
ARCIS HEALTHCARE,(803) 256-4107,,1910 BLANDING ST,,COLUMBIA,SC,292013520,Neurological Surgery,207T00000X,5,"BRADLEY ASPEY, MD; SETH BOWMAN, M.D.; ROBERT BROWNING, MD; ROBERT DASILVA, M.D.; COLEMAN FOWBLE, M.D.",1134429863,NPI-2,2010-10-28,2015-12-31,ANN MARGARET MCCRAW,CEO,"Orthopaedic Surgery; Physical Medicine & Rehabilitation, Pain Medicine; Durable Medical Equipment & Medical Supplies; Neurological Surgery",United States
ARCIS HEALTHCARE,(803) 256-4107,,114 GATEWAY CORPORATE BLVD,SUITE 110,COLUMBIA,SC,292039740,Neurological Surgery,207T00000X,0,,1134231996,NPI-2,2006-08-31,2015-12-31,ANN MARGARET MCCRAW,CEO,"Physical Medicine & Rehabilitation, Pain Medicine; Orthopaedic Surgery; Durable Medical Equipment & Medical Supplies; Neurological Surgery",United States
"ARCIS HEALTHCARE, LLC",(803) 256-4107,,114 GATEWAY CORPORATE BLVD,SUITE 110,COLUMBIA,SC,292039740,Orthopaedic Surgery,207X00000X,0,,1437521259,NPI-2,2015-10-21,2017-05-19,ANN MARGARET MCCRAW,CEO,"Durable Medical Equipment & Medical Supplies; Neurological Surgery; Physical Medicine & Rehabilitation, Pain Medicine; Orthopaedic Surgery",United States
"BARRY D. OLIVER, MD, PA",(803) 252-5791,803-254-7215,1416 CALHOUN ST,,COLUMBIA,SC,292012510,Orthopaedic Surgery,207X00000X,0,,1548245822,NPI-2,2005-12-09,2009-12-04,BARRY OLIVER,Owner,Orthopaedic Surgery,United States
"CAROLINA ORTHOPAEDIC AND SPORTS MEDICINE, P.A.",(803) 758-2600,803-253-8896,1818 HENDERSON ST,,COLUMBIA,SC,292012619,Orthopaedic Surgery,207X00000X,0,,1922055649,NPI-2,2006-05-28,2013-04-10,DAVID BOUCHER,President and COO,Orthopaedic Surgery,United States
CAROLINA SHOULDER AND KNEE SPECIALISTS LLC,(803) 419-6646,803-419-6626,810 MALLET HILL RD,,COLUMBIA,SC,292234406,Orthopaedic Surgery,207X00000X,0,,1538813217,NPI-2,2022-02-10,2022-02-22,MARY NAHIGIAN,Office Manager,Orthopaedic Surgery,United States
CAROLINA SPINE AND ORTHO LLC,(803) 708-0354,803-708-0368,2730 DEVINE ST,,COLUMBIA,SC,292052433,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,0,,1861971731,NPI-2,2018-08-10,2018-08-10,CRAIG CHEBUHAR,President,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States
COLUMBIA ORTHOPAEDIC & SPINE INSTITUTE LLC,(772) 245-8397,,3930 DEVINE ST,,COLUMBIA,SC,292052804,Orthopaedic Surgery,207X00000X,0,,1770071789,NPI-2,2018-04-25,2018-04-25,JENEANE WAKULA,OFFICE MANAGER,Orthopaedic Surgery,United States
COLUMBIA ORTHOPAEDIC SPECIALISTS LLC,(803) 806-8198,803-806-8178,1301 TAYLOR ST,SUITE 3-0,COLUMBIA,SC,292012942,Orthopaedic Surgery,207X00000X,0,,1669699393,NPI-2,2007-04-20,2008-02-27,LYNN CLARK,INS REP,Orthopaedic Surgery,United States
"DOCTORS CARE, PA",(803) 758-2602,803-253-8896,1818 HENDERSON ST,,COLUMBIA,SC,292012619,Family Medicine,207Q00000X,0,,1366499048,NPI-2,2006-05-28,2022-08-11,SHELLEY JANSSEN,Chief Medical Officer,"Orthopaedic Surgery; Emergency Medicine; Preventive Medicine, Sports Medicine; General Practice; Clinic/Center, Urgent Care; Family Medicine",United States
"KAIBERG, LLC",(443) 812-5989,,232 BENT HOLLY DR,,COLUMBIA,SC,29209,Surgery,208600000X,0,,1699654798,NPI-2,2025-09-02,2025-11-13,ERIC GRUENBERGER,PHYSICIAN,"Nurse Practitioner, Primary Care; Orthopaedic Surgery; Dermatology, Procedural Dermatology; Nurse Practitioner, Acute Care; Radiology, Diagnostic Ultrasound; Radiology, Diagnostic Radiology; Surgery",United States
"LEXINGTON COUNTY HEALTH SERVICES DISTRICT, INC.",(803) 419-6646,803-419-6626,810 MALLET HILL ROAD,,COLUMBIA,SC,29223,Orthopaedic Surgery,207X00000X,0,,1215282819,NPI-2,2012-07-19,2018-09-18,MELINDA SARVIS,Executive VP,Orthopaedic Surgery,United States
"LEXINGTON COUNTY HEALTH SERVICES DISTRICT, INC.",(803) 936-7230,803-749-9674,7033 ST ANDREWS ROAD,STE 104,COLUMBIA,SC,29212,Orthopaedic Surgery,207X00000X,0,,1427252493,NPI-2,2007-06-13,2016-11-25,MELINDA KRUZNER,Executive Vice President,Orthopaedic Surgery,United States
LEXINGTON HEALTH INC,(803) 419-6646,803-419-6626,810 MALLET HILL RD,,COLUMBIA,SC,292234406,Orthopaedic Surgery,207X00000X,0,,1952909285,NPI-2,2020-10-09,2020-10-09,JEFFREY BRILLHART,Senior VP/CFO,Orthopaedic Surgery,United States
MCCAIN ORTHOPAEDIC CLINIC,(803) 254-8800,803-254-9130,1518 PICKENS ST,,COLUMBIA,SC,292013449,Orthopaedic Surgery,207X00000X,0,,1821283268,NPI-2,2007-09-10,2023-10-21,RICHARD MCCAIN,OWNER/DOCTOR,Specialist; Orthopaedic Surgery,United States
"MOORE ORTHOPAEDIC CLINIC, P.A.",(803) 227-8003,,7033 ST. ANDREWS ROAD,SUITE 104,COLUMBIA,SC,29212,Orthopaedic Surgery,207X00000X,0,,1437199718,NPI-2,2006-06-07,2020-08-22,SEAN MCNALLY,CEO,Orthopaedic Surgery,United States
"MOORE ORTHOPAEDIC CLINIC, P.A.",(803) 227-8005,,THE PLEX,741 FASHION DRIVE,COLUMBIA,SC,29229,Orthopaedic Surgery,207X00000X,0,,1730296310,NPI-2,2006-08-23,2020-08-22,SEAN MCNALLY,CEO,Orthopaedic Surgery,United States
PALMETTO HEALTH,(803) 296-2663,803-296-2664,14 RICHLAND MEDICAL PARK DR,SUITE 200,COLUMBIA,SC,292036877,Orthopaedic Surgery,207X00000X,10,"KIM CHILLAG, MD; WILLIAM FELMLY, M.D.; DAVID FULTON, M.D.; SILAS HOLMES, M.D.; JEFFREY HOPKINS, M.D.; CHRISTOPHER HYDORN, M.D.; MARK LOCKE, M.D.; KIM CHILLAG, MD; WILLIAM FELMLY, M.D.; DAVID FULTON, M.D.",1780005827,NPI-2,2013-12-16,2016-09-30,DARRELL COVEN,"Director, Bus Finance","Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery",United States
PALMETTO HEALTH,(803) 296-9200,803-296-9697,101 BUSINESS PARK BLVD,2ND FLOOR,COLUMBIA,SC,292038401,Orthopaedic Surgery,207X00000X,0,,1972054021,NPI-2,2016-10-24,2017-04-24,DARRELL COVEN,"Director, Ambulatory Services Finan","Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery",United States
PALMETTO HEALTH,(803) 296-9200,803-296-9697,100 PALMETTO HEALTH PKWY,SUITE 320,COLUMBIA,SC,292121753,Orthopaedic Surgery,207X00000X,0,,1457802985,NPI-2,2016-10-19,2017-05-01,DARRELL COVEN,"Director, Ambulatory Services Finan","Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery",United States
PALMETTO HEALTH,(803) 296-2281,803-296-7330,1333 TAYLOR ST,SUITE 3-J,COLUMBIA,SC,29201,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,0,,1871822304,NPI-2,2009-12-11,2014-10-07,DARRELL COVEN,Dir. of Business Dev Finance,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States
PRISMA HEALTH MEDICAL GROUP-MIDLANDS,(803) 434-6812,803-434-7306,2 MEDICAL PARK RD STE L9L10,,COLUMBIA,SC,292036808,Orthopaedic Surgery,207X00000X,0,,1174045124,NPI-2,2017-07-12,2020-09-11,KRISTI LAWRENCE,Director-Provider Enrollment,"Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery",United States
PRISMA HEALTH MEDICAL GROUP-MIDLANDS,(803) 296-9200,803-296-6997,101 BUSINESS PARK BLVD FL 2,,COLUMBIA,SC,292038401,Durable Medical Equipment & Medical Supplies,332B00000X,0,,1992226534,NPI-2,2017-07-05,2023-01-30,KRISTI LAWRENCE,Director-Provider Enrollment,"Orthopaedic Surgery; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Foot and Ankle Surgery; Durable Medical Equipment & Medical Supplies",United States
PRISMA HEALTH MEDICAL GROUP-MIDLANDS,(803) 434-6812,803-434-7306,300 PALMETTO HEALTH PKWY STE 200,,COLUMBIA,SC,292121762,Durable Medical Equipment & Medical Supplies,332B00000X,0,,1538680004,NPI-2,2017-07-05,2023-01-30,KRISTI LAWRENCE,Director-Provider Enrollment,"Orthopaedic Surgery; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Sports Medicine; Durable Medical Equipment & Medical Supplies",United States
PRISMA HEALTH MEDICAL GROUP-MIDLANDS,(803) 296-9200,803-296-9697,100 PALMETTO HEALTH PKWY STE 320,,COLUMBIA,SC,292121756,Durable Medical Equipment & Medical Supplies,332B00000X,0,,1255852901,NPI-2,2017-07-03,2023-01-30,KRISTI LAWRENCE,Director-Provider Enrollment,"Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery; Orthopaedic Surgery, Hand Surgery; Durable Medical Equipment & Medical Supplies",United States
PRISMA HEALTH MEDICAL GROUP-MIDLANDS,(803) 296-9200,803-296-9297,14 RICHLAND MEDICAL PARK DR STE 200,,COLUMBIA,SC,292036882,Orthopaedic Surgery,207X00000X,9,"JESSAMYN BARTLEY, PA; PAUL DEHOLL, MD; JEFFREY GUY, M.D.; DANIEL CUNNINGHAM, M.D., M.H.Sc.; JESSAMYN BARTLEY, PA; SHARI CUI, MD; DANIEL CUNNINGHAM, M.D., M.H.Sc.; PAUL DEHOLL, MD; SHARI CUI, MD",1346761897,NPI-2,2017-07-05,2021-06-24,KRISTI LAWRENCE,"Director, Provider Enrollment","Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Foot and Ankle Surgery; Durable Medical Equipment & Medical Supplies; Orthopaedic Surgery",United States
PRISMA HEALTH MEDICAL GROUP-MIDLANDS,(803) 434-6812,803-434-7306,2 MEDICAL PARK RD STE 104,,COLUMBIA,SC,292036839,Durable Medical Equipment & Medical Supplies,332B00000X,0,,1992227946,NPI-2,2017-07-12,2023-01-30,KRISTI LAWRENCE,Director-Provider Enrollment,"Orthopaedic Surgery; Orthopaedic Surgery, Sports Medicine; Durable Medical Equipment & Medical Supplies",United States
PROVIDENCE ORTHOPAEDIC GROUP LLC,(803) 227-8152,803-227-8011,14 MEDICAL PARK RD,SUITE 200,COLUMBIA,SC,292036877,Orthopaedic Surgery,207X00000X,0,,1255308342,NPI-2,2006-03-07,2010-10-22,SEAN MCNALLY,CEO,Orthopaedic Surgery,United States
"PROVIDENCE ORTHOPAEDIC GROUP, LLC",(803) 227-8000,,114 GATEWAY CORPORATE BLVD,SUITE 100,COLUMBIA,SC,292039740,Orthopaedic Surgery,207X00000X,0,,1982913018,NPI-2,2010-10-07,2011-06-02,SEAN MCNALLY,CEO,Orthopaedic Surgery,United States
"SOUTHERN ORTHOPAEDIC PHYSICAL THERAPY,LLC",(803) 376-8880,803-376-8881,1718 SAINT JULIAN PL,,COLUMBIA,SC,292042410,"Physical Medicine & Rehabilitation, Sports Medicine",2081S0010X,0,,1225050271,NPI-2,2006-07-25,2008-01-30,CYNTHIA EKMAN,President,"Physical Medicine & Rehabilitation, Sports Medicine",United States
SOUTHERN ORTHOPAEDIC SPORTS MEDICNE,(803) 376-8880,803-376-8881,1718 SAINT JULIAN PL,,COLUMBIA,SC,292042410,"Orthopaedic Surgery, Sports Medicine",207XX0005X,0,,1013965789,NPI-2,2006-05-05,2007-10-24,EVAN EKMAN,President,"Orthopaedic Surgery, Sports Medicine",United States
"CONWAY HOSPITAL, INC.",(843) 347-8041,843-347-8042,8004 MYRTLE TRACE DR STE 200,,CONWAY,SC,295268945,Orthopaedic Surgery,207X00000X,0,,1316221500,NPI-2,2011-10-05,2026-03-06,MARY ELLEN ARTIOLI,Credentialing Specialist,"Orthopaedic Surgery, Sports Medicine; Family Medicine, Sports Medicine; Nurse Practitioner, Family; Physician Assistant, Surgical; Physical Medicine & Rehabilitation; Physician Assistant, Medical; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Nurse Practitioner, Gerontology; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery",United States
"CONWAY HOSPITAL, INC.",(843) 234-8939,843-234-8959,8004 MYRTLE TRACE DR,,CONWAY,SC,295268945,Family Medicine,207Q00000X,2,"DAVID BECK, MD; DAVID BECK, MD",1548573322,NPI-2,2010-07-21,2022-09-27,MARY ELLEN ARTIOLI,Credentialing Specialist,"Family Medicine, Sports Medicine; Family Medicine",United States
"CONWAY HOSPITAL, INC.",(843) 248-4414,843-248-3781,1301 CREEL ST,,CONWAY,SC,295275018,Family Medicine,207Q00000X,0,,1336336916,NPI-2,2007-09-27,2022-09-27,MARY ELLEN ARTIOLI,Credentialing Specialist,"Family Medicine, Sports Medicine; Internal Medicine; Physician Assistant, Medical; Nurse Practitioner, Family; Family Medicine",United States
"ARCIS HEALTHCARE, LLC",(843) 797-5050,843-797-3633,899 ISLAND PARK DR,SUITE 200,DANIEL ISLAND,SC,294928112,Orthopaedic Surgery,207X00000X,0,,1497117378,NPI-2,2016-03-22,2017-08-04,DON BECKER,CEO,"Electrodiagnostic Medicine; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Sports Medicine; Physical Medicine & Rehabilitation; Physical Medicine & Rehabilitation, Pain Medicine; Physician Assistant; Physician Assistant, Medical; Physician Assistant, Surgical; Nurse Practitioner, Adult Health; Nurse Practitioner, Family; Orthopaedic Surgery",United States
EAST COOPER PHYSICIAN GROUP LLC,(843) 380-9330,,880 ISLAND PARK DR,,DANIEL ISLAND,SC,294922901,Orthopaedic Surgery,207X00000X,0,,1285495770,NPI-2,2024-01-22,2024-02-01,DOREATHA ROGERS,RCS Manager,Orthopaedic Surgery,United States
EAST COOPER PHYSICIAN GROUP LLC,(843) 380-9330,,880 ISLAND PARK DR UNIT 230,,DANIEL ISLAND,SC,294922902,Orthopaedic Surgery,207X00000X,0,,1235990722,NPI-2,2024-01-22,2024-02-01,DOREATHA ROGERS,RCS Manager,Orthopaedic Surgery,United States
EAST COOPER PHYSICIAN GROUP LLC,(843) 380-9330,,880 ISLAND PARK DR UNIT 230,,DANIEL ISLAND,SC,294922902,Orthopaedic Surgery,207X00000X,0,,1366203853,NPI-2,2024-01-22,2024-02-01,DOREATHA ROGERS,RCS Manager,Orthopaedic Surgery,United States
EAST COOPER PHYSICIAN GROUP LLC,(843) 380-9330,,880 ISLAND PARK DR,,DANIEL ISLAND,SC,294922901,Orthopaedic Surgery,207X00000X,0,,1194586685,NPI-2,2024-01-22,2024-02-01,DOREATHA ROGERS,RCS Manager,Orthopaedic Surgery,United States
EAST COOPER PHYSICIAN GROUP LLC,(843) 380-9330,,880 ISLAND PARK DR,,DANIEL ISLAND,SC,294922901,Orthopaedic Surgery,207X00000X,0,,1487415972,NPI-2,2024-01-22,2024-02-01,DOREATHA ROGERS,RCS Manager,Orthopaedic Surgery,United States
EBM HEALTH STRATEGIES LLC,(843) 284-5200,,900 ISLAND PARK DR,SUITE 105,DANIEL ISLAND,SC,294927559,"Preventive Medicine, Sports Medicine",2083S0010X,0,,1548451271,NPI-2,2007-08-07,2007-08-07,BRIGHT MCCONNELL,Owner,"Preventive Medicine, Sports Medicine",United States
MCLEOD PHYSICIAN ASSOCIATES II,(843) 487-1588,843-487-1597,705 N 8TH AVE,SUITE 1B,DILLON,SC,295362549,Orthopaedic Surgery,207X00000X,0,,1548436777,NPI-2,2008-05-07,2022-06-03,KENNETH BEASLEY,Senior Vice President,"Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery",United States
ABBEVILLE COUNTY MEMORIAL HOSPITAL,(864) 379-2345,864-379-3228,6 COLLEGE ST,,DUE WEST,SC,296399554,"Family Medicine, Adult Medicine",207QA0505X,0,,1689048464,NPI-2,2015-11-17,2023-01-06,MARY JACKSON,Chief Compliance Officer,"Family Medicine, Sports Medicine; Family Medicine, Adult Medicine",United States
CAROLINA ORTHOPAEDIC AND NEUROSURGICAL ASSOCIATES,(864) 582-6396,864-582-1608,115 DEACON TILLER CT,,DUNCAN,SC,293348880,Orthopaedic Surgery,207X00000X,0,,1427508209,NPI-2,2016-10-05,2016-10-05,KAREN WALCHER,Office Manager,Physical Medicine & Rehabilitation; Orthopaedic Surgery,United States
MARY BLACK PHYSICIAN SERVICES LLC,(864) 573-3124,864-582-5188,170 RIDGEVIEW CENTER DR,,DUNCAN,SC,293349635,Nurse Practitioner,363L00000X,0,,1811950645,NPI-2,2006-04-11,2018-06-20,TAMMY MCCOLLUM,Business Office Director,Orthopaedic Surgery; Physician Assistant; Nurse Practitioner,United States
BAPTIST EASLEY,(864) 855-5104,864-859-9362,112 JOHN ST,STE 201,EASLEY,SC,296401472,Orthopaedic Surgery,207X00000X,1,"ROBERT FINLEY, MD",1235447145,NPI-2,2010-09-14,2010-09-15,MARY BETHE ROCHELLE,Office Manager,Orthopaedic Surgery,United States
BAPTIST EASLEY,(864) 442-7557,864-442-7579,112JOHN ST SUITE 201,,EASLEY,SC,296401405,Orthopaedic Surgery,207X00000X,0,,1770715419,NPI-2,2009-08-13,2011-08-23,JAMES POPE,Vice President of Finance,Orthopaedic Surgery,United States
BAPTIST EASLEY HOSPITAL,(864) 855-5104,864-859-9362,200 FLEETWOOD DR FL 2,,EASLEY,SC,296402022,Orthopaedic Surgery,207X00000X,0,,1134350358,NPI-2,2009-08-05,2015-01-15,KATHLEEN STAPLETON,CFO,Internal Medicine; Urology; Pediatrics; Orthopaedic Surgery,United States
BAPTIST EASLEY HOSPITAL,(864) 442-7557,864-442-7579,704 N A ST,,EASLEY,SC,296402142,Orthopaedic Surgery,207X00000X,0,,1144452889,NPI-2,2009-08-13,2009-12-18,JAMES POPE,Vice President of Finance,Orthopaedic Surgery,United States
CANNON MEMORIAL HOSPITAL,(864) 855-1633,,115 BRUSHY CREEK RD,,EASLEY,SC,296421120,Orthopaedic Surgery,207X00000X,0,,1679738199,NPI-2,2008-07-24,2009-01-21,NORMAN RENTZ,CEO,Orthopaedic Surgery,United States
FOOTHILLS BARIATRIC AND WELLNESS CENTER,(864) 855-0336,864-855-0643,5284 CALHOUN MEMORIAL HWY STE K,,EASLEY,SC,296403886,Orthopaedic Surgery,207X00000X,0,,1225042203,NPI-2,2006-07-28,2017-10-10,MICHELE HENDRICKS,Owner and Office Manager,Specialist; Orthopaedic Surgery,United States
FLORENCE ORTHOPAEDIC ASSOCIATES PA,(843) 662-7026,843-667-9594,251 WEST PALMETTO ST,,FLORENCE,SC,295014490,Orthopaedic Surgery,207X00000X,1,"ALFRED DAWSON, MD",1134181670,NPI-2,2006-04-03,2020-08-22,GEORGE DAWSON,Owner,Orthopaedic Surgery,United States
FRANCIS MARION UNIVERSITY,(972) 367-4845,,4822 E PALMETTO ST,,FLORENCE,SC,295064530,Orthopaedic Surgery,207X00000X,0,,1972047215,NPI-2,2016-12-06,2016-12-06,MOUZON BASS,Agent,Orthopaedic Surgery,United States
HAND SURGERY ASSOCIATES,(843) 676-2720,843-676-2722,1498 FREEDOM BLVD,,FLORENCE,SC,295056077,Specialist,174400000X,0,,1053380501,NPI-2,2006-03-16,2023-05-05,NICHOLAS WHITE,Owner,"Orthopaedic Surgery; Orthopaedic Surgery, Hand Surgery; Specialist",United States
MCLEOD PHYSICIAN ASSOCIATES II,(843) 432-1880,843-432-1022,800 E CHEVES ST STE 480-B,,FLORENCE,SC,295062650,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,1,"RAKESH CHOKSHI, M.D.",1821545633,NPI-2,2016-09-09,2022-06-10,KENNETH BEASLEY,Senior Vice President,"Physical Medicine & Rehabilitation; Physician Assistant, Surgical; Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States
MCLEOD PHYSICIAN ASSOCIATES II,(843) 777-7900,843-777-7925,1005 E CHEVES ST,,FLORENCE,SC,295062707,Orthopaedic Surgery,207X00000X,4,"KEVIN PUGH, MD; RODNEY ALAN, MD; PATRICK DENTON, M.D.; ZACHARY DIPAOLO",1922555739,NPI-2,2016-09-09,2022-06-10,KENNETH BEASLEY,Senior Vice President,"Orthopaedic Surgery, Orthopaedic Trauma; Occupational Therapist; Physician Assistant, Surgical; Nurse Practitioner; Orthopaedic Surgery",United States
MCLEOD PHYSICIAN ASSOCIATES II,(843) 777-7337,843-777-7340,800 E CHEVES ST STE 480-A,,FLORENCE,SC,295062650,"Orthopaedic Surgery, Pediatric Orthopaedic Surgery",207XP3100X,0,,1962429589,NPI-2,2006-07-17,2022-06-03,KENNETH BEASLEY,Senior Vice President,"Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Trauma; Physician Assistant, Surgical; Nurse Practitioner, Family; Orthopaedic Surgery, Pediatric Orthopaedic Surgery",United States
MCLEOD PHYSICIAN ASSOCIATES II,(843) 777-7000,843-777-7005,506 E CHEVES ST,STE 202,FLORENCE,SC,295062616,Family Medicine,207Q00000X,0,,1801990494,NPI-2,2006-09-12,2021-06-01,KEN BEASLEY,SR VP,"Registered Nurse, Diabetes Educator; Anesthesiology; Internal Medicine; Obstetrics & Gynecology; Orthopaedic Surgery; Pediatrics; Psychiatry & Neurology, Neurology; Psychiatry & Neurology, Psychiatry; Surgery; Urology; Thoracic Surgery (Cardiothoracic Vascular Surgery); Physician Assistant; Nurse Practitioner; Family Medicine",United States
MCLEOD PHYSICIAN ASSOCIATES II,(843) 673-0122,843-661-6400,1204 E CHEVES ST,,FLORENCE,SC,295062710,Neurological Surgery,207T00000X,0,,1598474801,NPI-2,2022-11-16,2022-11-16,KENNETH BEASLEY,Senior Vice President,"Internal Medicine, Endocrinology, Diabetes & Metabolism; Family Medicine, Sports Medicine; Neurological Surgery",United States
